"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00283704","1997-11-09","40.7481","-74.152","7.3","HARRISON, NJ US","  124",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-11-10","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-11-11","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-11-12","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-11-13","40.7481","-74.152","7.3","HARRISON, NJ US","   13",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-11-14","40.7481","-74.152","7.3","HARRISON, NJ US","  203",",,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,"    1",",,0",,
"USC00283704","1997-11-15","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USC00283704","1997-11-16","40.7481","-74.152","7.3","HARRISON, NJ US","    3",",,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1997-11-17","40.7481","-74.152","7.3","HARRISON, NJ US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-11-18","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-11-19","40.7481","-74.152","7.3","HARRISON, NJ US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-11-20","40.7481","-74.152","7.3","HARRISON, NJ US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-11-21","40.7481","-74.152","7.3","HARRISON, NJ US","   66",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-11-22","40.7481","-74.152","7.3","HARRISON, NJ US","  155",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-11-23","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-11-24","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USC00283704","1997-11-25","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-11-26","40.7481","-74.152","7.3","HARRISON, NJ US","   10",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-11-27","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0"
"USC00283704","1997-11-28","40.7481","-74.152","7.3","HARRISON, NJ US","   10",",,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1997-11-29","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-11-30","40.7481","-74.152","7.3","HARRISON, NJ US","   10",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-12-01","40.7481","-74.152","7.3","HARRISON, NJ US","    0","P,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-12-02","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-03","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-04","40.7481","-74.152","7.3","HARRISON, NJ US","   33",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-12-05","40.7481","-74.152","7.3","HARRISON, NJ US","    3",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-12-06","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-07","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-08","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-09","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-10","40.7481","-74.152","7.3","HARRISON, NJ US","  140",",,0,2400","    3",",,0,","    0","T,,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-12-11","40.7481","-74.152","7.3","HARRISON, NJ US","   33",",,0,2400","    0","T,,0,","    0","T,,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-12-12","40.7481","-74.152","7.3","HARRISON, NJ US","   38",",,0,2400","   13",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-12-13","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-14","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-15","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-16","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-17","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-18","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-19","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-20","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-21","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-22","40.7481","-74.152","7.3","HARRISON, NJ US","   38",",,0,2400","    3",",,0,","    0","T,,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1997-12-23","40.7481","-74.152","7.3","HARRISON, NJ US","  132",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-12-24","40.7481","-74.152","7.3","HARRISON, NJ US","   13",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1997-12-25","40.7481","-74.152","7.3","HARRISON, NJ US","  221",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-26","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-27","40.7481","-74.152","7.3","HARRISON, NJ US","   53",",,0,2400","    0","T,,0,","    0","T,,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1997-12-28","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1997-12-29","40.7481","-74.152","7.3","HARRISON, NJ US","  356",",,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0","    1",",,0","    1",",,0",,,,,"    1",",,0"
"USC00283704","1997-12-30","40.7481","-74.152","7.3","HARRISON, NJ US","    8",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,"    1",",,0"
"USC00283704","1997-12-31","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0","T,,0,","    0","T,,0,",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USC00283704","1998-01-01","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-02","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-03","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-04","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-05","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-01-06","40.7481","-74.152","7.3","HARRISON, NJ US","    8",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-01-07","40.7481","-74.152","7.3","HARRISON, NJ US","  175",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-01-08","40.7481","-74.152","7.3","HARRISON, NJ US","   41",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-01-09","40.7481","-74.152","7.3","HARRISON, NJ US","   10",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0","    1",",,0",,,,,,,,
"USC00283704","1998-01-10","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-11","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-12","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-13","40.7481","-74.152","7.3","HARRISON, NJ US","   10",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-01-14","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-15","40.7481","-74.152","7.3","HARRISON, NJ US","  140",",,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1998-01-16","40.7481","-74.152","7.3","HARRISON, NJ US","   79",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-01-17","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1998-01-18","40.7481","-74.152","7.3","HARRISON, NJ US","   25",",,0,2400","   25",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1998-01-19","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1998-01-20","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USC00283704","1998-01-21","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-22","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-23","40.7481","-74.152","7.3","HARRISON, NJ US","  528",",,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1998-01-24","40.7481","-74.152","7.3","HARRISON, NJ US","   25",",,0,2400","    0","T,,0,","    0","T,,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1998-01-25","40.7481","-74.152","7.3","HARRISON, NJ US","   20",",,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1998-01-26","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-27","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-28","40.7481","-74.152","7.3","HARRISON, NJ US","    5",",,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-29","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-30","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-01-31","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-01","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-02","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-03","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-04","40.7481","-74.152","7.3","HARRISON, NJ US","   43",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1998-02-05","40.7481","-74.152","7.3","HARRISON, NJ US","  244",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,0"
"USC00283704","1998-02-06","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-07","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-08","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-09","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-10","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-11","40.7481","-74.152","7.3","HARRISON, NJ US","   51",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-02-12","40.7481","-74.152","7.3","HARRISON, NJ US","  140",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-02-13","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-14","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-15","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-16","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-17","40.7481","-74.152","7.3","HARRISON, NJ US","  170",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-02-18","40.7481","-74.152","7.3","HARRISON, NJ US","  318",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0","    1",",,0",,,,,,,,
"USC00283704","1998-02-19","40.7481","-74.152","7.3","HARRISON, NJ US","   36",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-02-20","40.7481","-74.152","7.3","HARRISON, NJ US","   15",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-02-21","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-22","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-23","40.7481","-74.152","7.3","HARRISON, NJ US","   56",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-02-24","40.7481","-74.152","7.3","HARRISON, NJ US","  318",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,0"
"USC00283704","1998-02-25","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,0"
"USC00283704","1998-02-26","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-27","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-02-28","40.7481","-74.152","7.3","HARRISON, NJ US","   18",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-03-01","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-03-02","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-03-03","40.7481","-74.152","7.3","HARRISON, NJ US","    3",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-03-04","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-05","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-06","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-07","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-08","40.7481","-74.152","7.3","HARRISON, NJ US","  127",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-03-09","40.7481","-74.152","7.3","HARRISON, NJ US","  302",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-03-10","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-11","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-12","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USC00283704","1998-03-13","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-14","40.7481","-74.152","7.3","HARRISON, NJ US","   30",",,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1998-03-15","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USC00283704","1998-03-16","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-17","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-18","40.7481","-74.152","7.3","HARRISON, NJ US","   69",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-03-19","40.7481","-74.152","7.3","HARRISON, NJ US","  312",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-03-20","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00283704","1998-03-21","40.7481","-74.152","7.3","HARRISON, NJ US","   86",",,0,2400","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-22","40.7481","-74.152","7.3","HARRISON, NJ US","   66",",,0,2400","  114",",,0,","   51",",,0,",,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USC00283704","1998-03-23","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-24","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-25","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-26","40.7481","-74.152","7.3","HARRISON, NJ US","    0","T,,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-27","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-28","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-29","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-30","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","1998-03-31","40.7481","-74.152","7.3","HARRISON, NJ US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,
